,11DC_corr,11DC_pval,11DC_qval,11DC_ci_low,11DC_ci_high,19Lymph_corr,19Lymph_pval,19Lymph_qval,19Lymph_ci_low,19Lymph_ci_high,7MEP_corr,7MEP_pval,7MEP_qval,7MEP_ci_low,7MEP_ci_high,15Mo_corr,15Mo_pval,15Mo_qval,15Mo_ci_low,15Mo_ci_high,3Ery_corr,3Ery_pval,3Ery_qval,3Ery_ci_low,3Ery_ci_high,gene
B4galt5,0.1717128840577145,1.3447089898026536e-19,1.4234940870579625e-18,0.13506824534629133,0.20788843259471745,0.02536152365325942,0.18527723798870166,0.24410831740226094,-0.012164766215446973,0.06281647409382908,-0.03479855902011836,0.06907351009893088,0.08661798086897184,-0.07221899609067771,0.0027197073846583295,0.20628911886279355,8.340440551527504e-28,4.1774833589726296e-27,0.17009071415598345,0.24193155608038538,-0.189688406955145,1.1587114872767398e-23,2.43675401742354e-23,-0.22559774526844786,-0.15326433638595605,B4galt5
Il4ra,0.17150097113666185,1.4927317740554265e-19,1.5705540708125844e-18,0.13485387946312916,0.20767951648276742,0.038531814588825666,0.04409838043011399,0.06545527349003157,0.001018571002616836,0.0759367631731526,-0.026841196192801627,0.16091452349058466,0.19201798774758216,-0.06429117478771974,0.010684278173526383,0.22870651330626976,5.186576380303518e-34,3.1401535242855154e-33,0.19284639239058335,0.2639565192970138,-0.21432154958225952,6.0171409525567444e-30,1.4800537011598947e-29,-0.24982759865335813,-0.17823992039763278,Il4ra
Tagln2,0.17130915914020386,1.6405225687830262e-19,1.7155889045061284e-18,0.13465985013715684,0.20749041418841177,-0.021679439217026007,0.2575114433638265,0.32527917918388655,-0.0591460517920193,0.015848166005612438,-0.11054351027404849,6.777555835435842e-09,1.2622420500857577e-08,-0.14744676325106423,-0.07333290651153831,0.30820947938794635,3.841026285089932e-62,4.478169496569377e-61,0.27386125436888914,0.34177248816385264,-0.2138624082783095,8.021641969119335e-30,1.9633110947114062e-29,-0.24937638063528755,-0.17777397068151812,Tagln2
Fam105a,0.17003301983511512,3.065682685874616e-19,3.177078363049039e-18,0.1333690303213678,0.2062322338857218,0.031576873489662274,0.09904230165324038,0.13860299391943737,-0.00594488474644436,0.06900984055012177,-0.055800675257966954,0.003534389080411212,0.005082156965207955,-0.09312045781609093,-0.018324318464693665,0.22997951477076045,2.192004930831934e-34,1.3508230386251794e-33,0.19413976218111,0.2652061339820006,-0.19731824032249992,1.6104420823168265e-25,3.5108247795801444e-25,-0.2331074164381991,-0.1609952657122835,Fam105a
Anxa3,0.1690475733850317,4.951656997156062e-19,5.055671093841885e-18,0.1323723325561144,0.20526057362973482,-0.02697845295500386,0.1587833518196503,0.21271791425839023,-0.06442796206422152,0.010546937425197977,-0.100731928028834,1.3046517749671894e-07,2.3292050053863276e-07,-0.13772618639810408,-0.06345701167190863,0.48423426422174287,1.1542263517041946e-167,5.772804550335037e-166,0.4549847608950156,0.5124400400679401,-0.35112254914587093,9.575691607109294e-82,1.0074912114675054e-80,-0.3835845881274517,-0.3177938979100828,Anxa3
Bex6,0.16798035026853386,8.294961929419629e-19,8.419386358360922e-18,0.13129300808827618,0.20420820022145486,0.012634738001700358,0.5093630621576786,0.5820569296377976,-0.024891776357563403,0.05012569493423678,-0.02104167101230668,0.27177997588611624,0.3116771221371814,-0.058510200620887826,0.01648605856670181,0.2923766245265675,9.887183279847699e-56,1.0094872632767578e-54,0.25768834412363584,0.3263122091430427,-0.2584864162229896,2.168735719763935e-43,7.836970648068417e-43,-0.2931583624834049,-0.2231354547113475,Bex6
Nfam1,0.1671373123876702,1.2438106763364898e-18,1.2550849836366158e-17,0.13044047240033776,0.20337683345590202,-0.03030548739514447,0.1134082258443098,0.15698828214549265,-0.06774318598922897,0.007217434059134923,-0.058106628859486406,0.0023831997870801605,0.0034716852955735053,-0.09541335764195566,-0.020636898337327854,0.3751806022593771,2.86798193789237e-94,5.321185842831489e-93,0.3424863104906945,0.40696733688272,-0.29019625387017073,6.99707985038179e-55,3.703515730623858e-54,-0.32418172332635076,-0.2554626654548621,Nfam1
Ctsc,0.16653177748369075,1.6617026537932838e-18,1.667016237860646e-17,0.12982814892430525,0.202779649398738,-0.008447857184894202,0.6590947159404769,0.7159382639945185,-0.04594801132966933,0.029076073515019937,-0.04101509203383743,0.03211000994576933,0.04187892831551397,-0.07840916218620807,-0.003505770314930183,0.20529129164409243,1.5168653244147652e-27,7.553682878146255e-27,0.1690787261271374,0.2409503419016699,-0.17569836993569618,1.839098433787876e-20,3.645450140724848e-20,-0.21181694227907744,-0.13910050358864978,Ctsc
Prr5,0.16630104437687268,1.8550751413870945e-18,1.8556128443266272e-17,0.12959483646476244,0.20255209120523712,0.012749416848162116,0.505526565216105,0.5786309043319331,-0.02477714977428199,0.050240103412206416,-0.013514368985619,0.4803295750945601,0.5217555441143616,-0.05100322691707657,0.024012521008364447,0.21029087208664782,7.336142556016918e-29,3.8359133273961187e-28,0.1741500261077461,0.24586595096714345,-0.19978375846830063,3.88884106540697e-26,8.636029933538901e-26,-0.2355331929452663,-0.1634944054573757,Prr5
Flt3,0.16611823581673238,2.0239054328185073e-18,2.0186409389181122e-17,0.1294099871835332,0.2023717953315739,0.04626333370738353,0.015622004073325198,0.02461713975207546,0.008763827879027172,0.08363290008155289,0.07590408582308748,7.145085151871126e-05,0.00011426176487074725,0.038498996553301995,0.11309675646328168,0.08996025992667946,2.4708413845548145e-06,4.107357234151573e-06,0.05262313832101157,0.1270462160292967,-0.16555505392232064,2.6451795385573817e-18,5.062958728542165e-18,-0.201816338870953,-0.1288405344364221,Flt3
Rasgrp2,0.16508623481300788,3.303112712677146e-18,3.275586773404836e-17,0.1283665136411538,0.2013539329849717,-0.008212838953409296,0.6680034790578836,0.723111670711655,-0.04571347046794362,0.029310907746139744,-0.07065938155538326,0.0002189878899728448,0.0003399582583429093,-0.10788811129131597,-0.03323275790010894,0.486498456597182,1.5875532250726007e-169,8.177083850336634e-168,0.4573304100124055,0.5146209029091852,-0.37293740210345144,4.729167687434642e-93,6.301296405149402e-92,-0.40478886250812723,-0.3401820510121278,Rasgrp2
Il16,0.16507266395355713,3.324386990123173e-18,3.287237679918358e-17,0.12835279245888484,0.20134054752771186,0.15692841583027087,1.418278478117251e-16,1.068663543227649e-15,0.12012086643838638,0.19330512037537378,0.05836600310629531,0.002277914875516038,0.0033253317408654176,0.020897042996996636,0.09567123883075444,0.28721585334367694,9.860281628205173e-54,9.694539002545884e-53,0.25242092775436753,0.3212689537660492,-0.3333208510871286,3.329966779487498e-73,3.0161982561709594e-72,-0.36625574512050296,-0.29955186255349137,Il16
Lrrc33,0.16471554418280498,3.935470423039209e-18,3.869318640999519e-17,0.1279917219667882,0.200988301782889,-0.009489952693749297,0.6201860289208541,0.6827280070933458,-0.04698794032266791,0.028034743977042042,-0.06927166779651191,0.00029096171299364357,0.00044906479049242574,-0.1065095965097303,-0.03183969388913412,0.36191193744166306,3.2203591892688536e-87,5.2921236010318164e-86,0.328862191208552,0.39407627058468,-0.27856511500676373,1.7645515779040177e-50,8.330324891035247e-50,-0.31281086631644434,-0.2435960487003735,Lrrc33
Gng10,0.16466302385083614,4.0342274929920195e-18,3.9551474654305284e-17,0.12793862143741988,0.2009364974653385,-0.057356028889274914,0.0027134593303916334,0.004658780173722153,-0.09466705019912838,-0.019884097464119024,-0.13128477834763483,5.364487495250066e-12,1.1039264368579593e-11,-0.16797221246910501,-0.09423417620029931,0.08588587201701568,6.921252233104913e-06,1.1234066463784423e-05,0.04852751094444626,0.12300427015617735,-0.022813833454886412,0.23343351260892675,0.2487122729278809,-0.06027696108846198,0.014713475079559347,Gng10
Sh2b2,0.16441684751990304,4.530694591267759e-18,4.3919738860856846e-17,0.12768972837807016,0.20069367457426135,-0.03676526736702131,0.05476030588259663,0.07993985431507655,-0.07417767459865217,0.000750483669855396,-0.08972462314863794,2.6257240136632783e-06,4.450576410192522e-06,-0.12681248904391265,-0.05238623896072333,0.2573913390286884,5.067206646176836e-43,3.8773681010989497e-42,0.2220204442761872,0.29208568639782806,-0.18101626201561158,1.1991734899085192e-21,2.4314616414067567e-21,-0.21705699304749407,-0.14448269535527966,Sh2b2
Eml4,0.16366305093934877,6.456726758428466e-18,6.206730931291542e-17,0.1269276418901123,0.19995011856767195,0.0015810988623294055,0.9341965293965855,0.9479306741980642,-0.03593574858858016,0.039093495993009875,-0.0378282351024937,0.048114082158534,0.06149692501077809,-0.07523618221143617,-0.00031396471382451763,0.28035356513999066,3.838077182467178e-51,3.589486275526892e-50,0.24542002594141032,0.3145599333577119,-0.236253175286604,2.903578758257933e-36,8.385146690165797e-36,-0.27136281057174233,-0.2005156234535377,Eml4
Prkcd,0.1617896104777544,1.5458605419154528e-17,1.445735699227704e-16,0.12503378601069934,0.198101948370575,-0.016361892313182858,0.3928249673327804,0.468592797188187,-0.053843558445616474,0.02116581545373905,-0.04454369784750969,0.01993108349287649,0.026649426243284292,-0.08192151931098712,-0.007040747306401226,0.3038825378445908,2.3914377143827758e-60,2.6882252613468923e-59,0.2694394497061657,0.33754917059562456,-0.24548197255718485,3.9347567515206804e-39,1.235563744267322e-38,-0.28041430091234437,-0.20990026731796743,Prkcd
Diap2,0.16150199312845112,1.7659392218670056e-17,1.6338488618399563e-16,0.12474305812802547,0.19781818773908233,0.003237215197585911,0.8657571655662681,0.8934593236749974,-0.034281664018547126,0.040746982694126986,-0.06087081093472425,0.0014593379584470932,0.00216330553891792,-0.09816137036233401,-0.023409551903768668,0.1720439444166182,1.141974580832543e-19,4.1223371113526215e-19,0.13540314470418463,0.20821480459158215,-0.14114921064034527,1.1672077666928352e-13,2.0498900777898088e-13,-0.17772285340767455,-0.10418617849113498,Diap2
Cd93,0.16121355050279024,2.0176188025147794e-17,1.861711895047728e-16,0.12445150238297584,0.19753360678462673,0.008377579786800943,0.6617537101917141,0.7183095620970207,-0.02914629632569035,0.04587787711255497,-0.06390015733685511,0.0008333813116540824,0.0012542515946438021,-0.10117234331560641,-0.02644884446679674,0.3837109400703982,5.405160185857788e-99,1.0908308655786683e-97,0.3512524351132231,0.4152482378041381,-0.3016155128748898,2.0226496328240794e-59,1.2486876355770837e-58,-0.33533589634502275,-0.26712330252169025,Cd93
Parvg,0.16069778179312438,2.5587990354933024e-17,2.342285270951561e-16,0.12393018288045177,0.197024727928534,-0.05244474644948702,0.006121231711101281,0.010141320516087623,-0.08978281920374513,-0.014959462499616757,-0.03891722434771791,0.04202110571318202,0.054069662869571655,-0.07632051473226446,-0.0014045590189464819,0.33975795812759285,3.1826004216745787e-76,4.446621074979341e-75,0.3061453472983157,0.37252450530105813,-0.2665187672215046,3.767808127575489e-46,1.5225650876186198e-45,-0.30102373472425814,-0.23131684402655356,Parvg
Csf2rb,0.1605553959053017,2.7318981086022844e-17,2.494121791742456e-16,0.12378626818580128,0.19688424064294943,-0.002450011673034672,0.8981952328969557,0.9186934643531103,-0.03996105473373285,0.03506792741335331,0.005519759435648423,0.7731564880926944,0.8005289650188685,-0.03200158314366919,0.04302556597759081,0.35811036442352207,2.9007574411974797e-85,4.571010926745435e-84,0.32496131151977997,0.3903805485666834,-0.31724614581266636,5.403504448215145e-66,4.045009512102054e-65,-0.35058836966612095,-0.2831007245643498,Csf2rb
Ugt1a1,0.15969470490440024,4.0527281420731254e-17,3.6421783380974884e-16,0.12291636882087018,0.19603499450424922,0.043904947072121996,0.021777788043584885,0.03347667997256634,0.006400773728009886,0.0812857787010934,-0.05246054860014302,0.006105832399815824,0.00861456566302715,-0.08979853719628282,-0.014975304696557619,0.22955843301314552,2.916261245999045e-34,1.7812420460075583e-33,0.1937119292236092,0.26479280117023396,-0.19916598257542675,5.562071010479969e-26,1.2257156486057709e-25,-0.2349254167898914,-0.16286816138952798,Ugt1a1
Tnfaip8,0.1591195250629299,5.2683754740997794e-17,4.710146052103197e-16,0.12233506674553617,0.19546743260943736,-0.03070036155005687,0.10878066153568379,0.15137179958050193,-0.06813660351923458,0.006822211636616343,-0.02418437723305311,0.20652770840812928,0.24275446924947347,-0.061643166175940484,0.013342443907451854,0.3140256914695481,1.3234923788893784e-64,1.5858931248427934e-63,0.2798072687335076,0.3474472753839775,-0.26003580891634326,6.48012132784679e-44,2.398416792192132e-43,-0.29467591139225136,-0.22471320841378592,Tnfaip8
Arid3b,0.15884674433294013,5.964282812173491e-17,5.291192798151855e-16,0.1220593913505102,0.19519825620125833,0.03465024941686565,0.0702671849301547,0.10070268072839031,-0.0028681948740588888,0.07207128031383475,0.01662315559072051,0.38531082502906044,0.42797156651924284,-0.020904596727582214,0.05410413149398915,-0.010994645759971292,0.5658520404274745,0.5922824966682483,-0.0484893617295934,0.02653101318945223,-0.05154381041578981,0.0070591561286789655,0.008337148459983268,-0.08888665055979657,-0.014056274409709616,Arid3b
Nek6,0.15875722083256974,6.211843825618023e-17,5.496685395437897e-16,0.1219689190914047,0.19510991440428602,-0.0062932415970608615,0.7424265030849164,0.7885853684660039,-0.04379761739474372,0.031228847136425795,-0.022436877732393168,0.2412509366831309,0.27985108655243185,-0.05990117407064745,0.015090540113686352,0.16336095900773065,7.438075097523982e-18,2.475293843930112e-17,0.1266222398631195,0.19965211892229212,-0.15246130084182377,1.0219263796322264e-15,1.8679385254824224e-15,-0.18889562027465973,-0.11560780866358406,Nek6
4632428N05Rik,0.15863930045462454,6.553442392561399e-17,5.784125242130278e-16,0.12184974994116467,0.1949935496661548,-0.017207244723171106,0.3688322877736524,0.4447380241463572,-0.05468665906402079,0.02032058866361081,-0.0837596420815732,1.1638176148139502e-05,1.92445356431382e-05,-0.12089448106527326,-0.046390695875066036,0.3350680475334179,5.133679216847707e-74,6.866793402070325e-73,0.30134118505258767,0.36795754354551297,-0.24668999470528827,1.6221854560690008e-39,5.1739020414917944e-39,-0.28159865446874066,-0.21112917478433565,4632428N05Rik
Myl12b,0.15821282704959538,7.950638176869258e-17,6.999401109279543e-16,0.12141876905364096,0.19457269387777254,0.03265873394296235,0.08799538084585122,0.12455785861322091,-0.004861938763233454,0.07008757976369281,-0.02401894829067181,0.20965043366906688,0.24608967571154755,-0.06147826837574301,0.01350793916818764,0.3750456213063901,3.397149620340816e-94,6.269285208447142e-93,0.34234764426878556,0.4068362609229394,-0.32212159894966896,3.9345918663549614e-68,3.194888595480229e-67,-0.3553422524091739,-0.2880882276598521,Myl12b
Plxnb2,0.15800941398958038,8.716698777221395e-17,7.634854690403816e-16,0.12121321096683656,0.19437195551116496,0.01746933128436844,0.36158277874829514,0.43675959729099284,-0.020058530154653642,0.05494803664473183,0.0037417043210883827,0.8450835140219083,0.8656524805252613,-0.03377775296832409,0.04125062995331372,0.1614315722220908,1.8243686103541237e-17,5.933926554507146e-17,0.12467187659330715,0.19774871019298412,-0.17106027132409582,1.8540032823525316e-19,3.606632089852642e-19,-0.20724503834598346,-0.13440808938941176,Plxnb2
Tmem176a,0.15796936201137274,8.87588954177419e-17,7.754606280674109e-16,0.12117273700529325,0.19433242982050958,0.019441154836418235,0.30993503088985985,0.3828287595079365,-0.01808675230466997,0.05691436146011125,0.03920563375757566,0.04052130912365989,0.05225674057763464,0.0016934084619231586,0.07660767603144918,0.3076877631635334,6.345833419243402e-62,7.373559302965986e-61,0.2733280231304694,0.3412633381493468,-0.3021306062629283,1.2473961082716516e-59,7.7563314768386835e-59,-0.3358388096499895,-0.26764952204179776,Tmem176a
Trf,0.1566074858265019,1.6377021418007645e-16,1.3954839731739353e-15,0.11979658504683155,0.19298837857265494,0.03277404292188776,0.08687894622381333,0.123230268564891,-0.004746508893950148,0.07020244433190571,0.04954202717714954,0.00961884864578023,0.013320484220139477,0.012049706279067793,0.08689524352202117,0.27964532233479483,7.032257096712775e-51,6.506251807173133e-50,0.24469768449165383,0.313867314398613,-0.28943983659265693,1.3737529381948165e-54,7.204895729043027e-54,-0.32344253161287895,-0.25469061585964387,Trf
Sla,0.1560723456804517,2.080231874343142e-16,1.7681970931916708e-15,0.1192558740406025,0.19246020524993224,0.01338819842608753,0.48443787513133285,0.5598777987535933,-0.024138641255022495,0.05087736098543231,-0.005991616335359135,0.7543641920550335,0.7826423349650121,-0.04349655539083538,0.03153018676491624,0.1738273633436884,4.708059307574523e-20,1.7247890308322376e-19,0.13720738832930446,0.20997282879694618,-0.17362473695088135,5.2092477025392174e-20,1.0255056372768306e-19,-0.20977309944033373,-0.13700238366409848,Sla
Alas1,0.15500624091210513,3.341602196905551e-16,2.8058075867447826e-15,0.11817873610583123,0.19140791692637554,-0.103119031745321,6.511416730964562e-08,1.8254182890786922e-07,-0.1400918051738296,-0.06585909045669025,-0.21082940650054788,5.268435773398412e-29,1.860938777277167e-28,-0.24639533118289678,-0.17469640025391717,0.7094196134177236,0.0,0.0,0.6902756700124252,0.7275709912540258,-0.43931693434177255,8.515327538944147e-134,1.9461188964831957e-132,-0.4691004757076403,-0.4085352261832911,Alas1
